no,rank,isbn13,title,author,description,publisher,pub_date,img_url,emotion_score,color,category
277964456,696,9788937832208 ,트와일라잇 :스테프니 메이어 장편소설,스테프니 메이어 [지음] ;변용란 옮김,인간이 뱀파이어와 사랑에 빠진다는 설정의 러브스토리. 10대들의 사랑이야기가 어느덧 살아남기 위한 무서운 경주로 돌변하며 긴장을 불러일으키는 뱀파이어 소설이다. 사랑을 지키려는 노력이 곧 생존을 위한 투쟁이 되어버리는 이야기 속에 감각적인 서스펜스가 넘쳐난다. 소설은 2007년 2월에 발간된 책의 합본 개정판이며 2008년 12월에 동명의 영화로도 개봉되었다.,대한교과서,2008,http://image.aladin.co.kr/product/236/24/cover/8937832208_3.jpg,-1446,7,문학
277971930,178,9788954624534 ,반딧불이 :무라카미 하루키 소설,지은이: 무라카미 하루키 ;옮긴이: 권남희,무라카미 하루키 소설집. 1990년 고단샤에서 출간한 전집 무라카미 하루키 전 작품 1979~1989 ③ 단편집 I을 저본으로 삼으면서 국내 미발표 단편인 '비 오는 날의 여자 #241.#242'가 추가되어 총 여섯 편이 수록되었다. 하루키 문학의 원류를 엿볼 수 있는 단편집이다.,문학동네,2014,http://image.aladin.co.kr/product/4568/20/cover/s252532150_1.jpg,-1442,7,문학
277969237,382,9791188941605 ,인간의 탐험 :너머의 세계를 탐하다,앤드루 레어더 지음 ;민청기 옮김,"방대한 역사 자료와 사실을 바탕으로 누구나 이해하기 쉽게 그 장대한 흐름의 핵심을 짚어내면서 인간은 왜 그러한 발견과 모험에 사로잡혀 '너머의 세계'로 떠나고 싶어 했는지, 그러한 욕구가 인류의 문명에 어떠한 영향을 주었는지, 최첨단 기술의 발전이 미래를 어떻게 바꿔놓을지 등을 면밀하게 들여다본다.",소소의 책,2021,https://image.aladin.co.kr/product/26646/83/cover/k182739338_1.jpg,-1441,7,학문
277959551,834,9788934996170 ,바둑전쟁 신들의 게임 :어린이 바둑 학습만화,"하지강,최우빈 그림","어린이들에게 유익한 점이 많은 바둑을 보다 쉽고 재밌게 배울 수 있는 학습만화이다. 재단법인 한국기원의 감수를 거친 완성도 높은 바둑 만화로, 하늘신 자리를 두고 천신과 대리자들이 치열하게 바둑 전쟁을 벌이는 내용이 흥미진진하게 펼쳐진다.",김영사,2019-2020,https://image.aladin.co.kr/product/19794/52/cover/893499617x_1.jpg,-1440,7,아동
277958390,485,9788976227645 ,(여자들이 좋아하는) 종이접기 150,新宮文明 지음,"여자아이나 여자성인이 모두 좋아할 만한 주제로 구성된 종이접기 책. 예쁜 액세서리, 멋있고 아름다운 옷, 재미있는 소꿉놀이와 생활소품과 기념일에 활용하는 종이접기 등 여자들이 좋아하는 매력적인 주제로 구성하였다.",종이나라,2015,http://image.aladin.co.kr/product/7091/1/cover/8976227646_1.jpg,-1440,7,아동
277962322,455,9788950988487 ,킵고잉 =Keep going,주언규 지음,"경제 재테크 유튜브 채널 중 가장 신뢰받는 유튜버로 잘 알려져 있는 신사임당이 돈 모으는 게 처음인 사람, 내 사업을 하고 싶은 사람들을 위해 한국에서 돈 버는, 가장 현실적인 방법 공개한다.",21세기북스(북이십일 21세기북스),2020,https://image.aladin.co.kr/product/24622/84/cover/8950988488_2.jpg,-1439,7,학문
277954033,230,9788965913795 ,(새로운 우리나라) 조선,이현 글 ;홍지혜 그림,"역사를 그림으로 먼저 상상하고 옛이야기로 미리 만나는 생애 첫 한국사이자 일곱 살 그림책 한국사이다. 12권에서는 한반도의 역사를 시작한 고조선의 이름을 이어받은 조선의 건국 이야기, 새 나라의 수도로서 오늘날의 서울인 한양 도성의 모습도 만나 볼 수 있다.",휴먼어린이,2019,https://image.aladin.co.kr/product/21958/0/cover/8965913799_1.jpg,-1439,7,아동
277966658,850,9791196073107 ,(한 권으로 끝내는) 돈되는 재건축 재개발,이정열 지음,"이 책은 사업성을 분석하는 ‘3개의 절대공식’을 알려준다. 이 공식은 저자가 오랫동안 수많은 사례를 분석하고 연구하여 만들어낸 독창적인 것으로, 어떤 재건축 재개발 전문가도 이야기하지 않았던 것들이다.",잇콘,2017,http://image.aladin.co.kr/product/10882/31/cover/k812531162_1.jpg,-1438,7,학문
277969151,382,9788965702412 ,사람이 운명이다 :지금 당신이 만나는 사람이 당신의 운명을 만든다,김승호 지음,"돈보다 운을 벌어라, 사는 곳이 운명이다의 저자 초운 김승호의 책. 이 책은 ‘누구를 만나서 어떻게 행동해야 좋은 운을 끌어당길 수 있나?’에 대해 본격적으로 파헤친 책이다.",쌤앤파커스,2015,http://image.aladin.co.kr/product/5251/97/cover/8965702410_1.jpg,-1438,7,교육
277970910,153,9791187192312 ,계엄령의 밤 :김성종 장편소설,지은이: 김성종,한국 현대사의 비극을 가슴속 깊은 곳까지 전달하며 재미와 감동을 놓치지 않는 대한민국 대표 작가 김성종. 역사의 상처를 어루만지며 수백만 독자와 함께 해온 그가 이번엔 계엄령을 배경으로 한 소설로 독자들을 찾아왔다. 여명의 눈동자 출간 40년 만이다.,새움,2017,http://image.aladin.co.kr/product/10189/90/cover/k002536675_1.jpg,-1438,7,문학
277961872,161,9788937473166 ,해가 지는 곳으로 :최진영 장편소설,지은이: 최진영,"작가 최진영의 다섯 번째 장편소설 는 최진영이 최초로 선보이는 아포칼립스 소설로 정체 모를 바이러스가 전 세계를 뒤덮은 혼란의 시기. 감염된 사람들은 삽시간에 죽어 가고, 살아남은 이들은 안전한 곳을 찾아 끝 모르는 여정을 떠난다.",민음사,2017,http://image.aladin.co.kr/product/11281/18/cover/893747316x_1.jpg,-1437,7,문학
277944781,53,9788928106233 ,(1·2학년이 꼭! 읽어야 할 교과서) 우리나라와 세계를 빛낸 위인 50명,글쓴이: 주유정 ;원유미 외 31명,"교과서에 나오는 위인을 중심으로 만들었다. 위인의 업적을 간결한 글과 그림으로 구성하여, 1.2학년 어린이들이 지루하지 않게 위인을 만날 수 있다. 또한 위인과 연관된 역사 상식도 수록하여 역사에 대한 지식도 얻을 수 있다.",효리원,2019,https://image.aladin.co.kr/product/18754/15/cover/8928106230_1.jpg,-1437,7,아동
277962291,455,9788949189536 ,곰브리치 세계사 :예일대 특별판,에른스트 H. 곰브리치 글 ;박민수 옮김,"20세기를 대표하는 인문학자 에른스트 H. 곰브리치가 청소년을 위해 쓰고, 예일대 출판부가 엄선한 컬러 도판을 수록한 세계사 입문서이다. 서양미술사와 함께 역사와 예술 등 인문학의 핵심을 통찰력 있게 다루어 저명한 에른스트 H. 곰브리치의 대표작으로 손꼽힌다.",비룡소,2019,https://image.aladin.co.kr/product/19442/18/cover/8949189534_1.jpg,-1435,7,청소년
277957562,762,9788928307357 ,"아드님, 안녕하세요",강민경 글 ;이영림 그림,"좋은책어린이 저학년문고  시리즈 48권. 인사하는 것 자체가 쑥스럽기도 하고, 인사의 필요성을 느끼지 못해 ‘목 뻣뻣 김주한’이란 별명을 가졌던 주한이의 변화 과정을 담고 있다. 인사의 진정한 의미에 대해 한 번쯤 생각해 보는 계기가 되어 준다.",좋은책신사고 좋은책어린이,2013,https://bookthumb-phinf.pstatic.net/cover/071/704/07170408.jpg?type=m1&udate=20150801,-1435,7,아동
277972326,359,9788965709343 ,제왕업 :메이위저 장편소설,메이위저 지음 ;정주은 옮김,"2020년 중국 최대 화제의 드라마, '강산고인'의 원작 소설. 황권이 약화된 틈을 타 중원의 패권을 차지하고자 하는 영웅들의 각축전 속에서, 보살핌만 받던 한 여인이 점차 권력의 비정함을 깨닫고 지독히도 사랑하는 한 남자와 패권을 위해 나서는 방대한 스케일의 호쾌한 스케일의 무협 멜로극이다.",쌤앤파커스,2019,https://image.aladin.co.kr/product/21674/76/cover/8965709342_1.jpg,-1432,7,문학
277959466,739,9788952789938 ,코드네임 I =Code name I,강경수 글·그림,볼로냐 라가치 상 수상 작가 ‘강경수’의 베스트셀러 시리즈. 새 임무를 맡게 된 강파랑과 바이올렛은 무기 밀거래 브로커인 ‘세일즈 씨’를 추격한다. 그런 그들 앞에 정체불명의 괴한이 나타나 훼방한다. 이제껏 모습을 드러낸 적 없는 새로운 인물일까?,시공사,2019,https://image.aladin.co.kr/product/20934/16/cover/8952789938_1.jpg,-1431,7,아동
277964491,696,9788956606217 ,여성 혐오를 혐오한다,우에노 치즈코 지음 ;나일등 옮김,"세계적 권위의 사회학자 우에노 치즈코는 이 시대에 여전히 존재하는 여성 혐오적인 일면을 통렬히 비판한다. 저자는 일상의 여러 단면 속에 숨겨진 여성 혐오적인 부분을 꼬집고, 예술 작품 속에서의 여성 혐오적 설정을 들추어낸다. 독자들에게 결코 유쾌한 책은 아니다.",은행나무,2012,http://image.aladin.co.kr/product/1654/97/cover/8956606218_3.jpg,-1431,7,학문
277967635,861,9788966350278 ,바다 100층짜리 집,글·그림: 이와이 도시오 ;옮김: 김숙,"100층짜리 집 시리즈 3권. 바다 속 100층짜리 집을 10층씩 내려가는 사이 각각 다른 동물들을 만나게 된다. 차례차례 나타나는 바다에 사는 동물들의 특징을 기발한 상상력으로 오밀조밀하게 그려놓아, 그림만 살펴보아도 바다에 사는 동물들의 생태를 알 수 있다.",북뱅크,2014,http://image.aladin.co.kr/product/4516/64/cover/8966350275_1.jpg,-1430,7,아동
277972293,359,9788960901834 ,저지대,지은이: 줌파 라히리 ;옮긴이: 서창렬,"퓰리처상을 수상한 인도계 미국 작가 줌파 라히리의 2013년 최신작. 축복받은 집, 이름 뒤에 숨은 사랑, 그저 좋은 사람으로 현재 미국을 대표하는 작가로 우뚝 선 줌파 라히리의 두 번째 장편소설이자 통산 네 번째 책이다.",마음산책,2014,http://image.aladin.co.kr/product/3916/96/cover/8960901830_1.jpg,-1430,7,문학
277970637,842,9788937437571 ,우아하고 호쾌한 여자 축구 :김혼비 에세이,지은이: 김혼비,여기 축구를 좋아하는 사람들이 있다. 그리고 축구를 하는 여자들이 있다. 우아하고 호쾌한 여자 축구는 피버 피치로 알려진 영국의 축덕 작가 닉 혼비를 연상시키는 이름의 신인 작가 김혼비의 본격 생활 체육 에세이이다.,민음사,2018,http://image.aladin.co.kr/product/14970/22/cover/8937437570_1.jpg,-1429,7,문학
277953496,660,9788946419285 ,503호 열차,허혜란 글 ;오승민 그림,"제5회 정채봉 문학상 대상 수상작. 조국을 떠나 연해주에 살던 한인들이 어느 날 영문도 모른 채 중앙아시아의 황무지로 강제 이주 당하는 이야기다. 아픈 역사 속 잊지 말아야 할 우리의 모습, 강한 생명력으로 절망을 희망으로 바꾼 동포들의 이야기다.",샘터,2016,https://bookthumb-phinf.pstatic.net/cover/111/415/11141593.jpg?type=m1&udate=20170421,-1426,7,아동
277964688,914,9788937462788 ,노인과 바다,지은이: 어니스트 헤밍웨이 ;옮긴이: 김욱동,"노벨 문학상, 퓰리처상 수상 작가, 20세기 미국 문학을 개척한 작가 어니스트 헤밍웨이의 대표작. 미국 현대 문학의 개척자라 불리는 헤밍웨이는 제1차 세계대전 후 삶의 좌표를 잃어버린 '길 잃은 세대'를 대표하는 작가이다. '민음사 세계문학전집' 278권으로 출간된 노인과 바다는 헤밍웨이의 마지막 소설로, 작가 고유의 소설 수법과 실존 철학이 짧은 분량 안에 집약되어 있다.",민음사,2012,https://bookthumb-phinf.pstatic.net/cover/068/016/06801622.jpg?type=m1&udate=20170117,-1425,7,문학
277968677,903,9791191583410 ,그럴수록 산책 - 걷다 보면 모레쯤의 나는 괜찮을 테니까,도대체 (지은이),"어떤 상황에서도 기필코 즐거움을 찾아내, 매일매일 일상 속 작은 행복을 만들어가는 도대체 작가의 그림 에세이. ‘산책가’ 도대체 작가가 산책길에서 마주친 다양한 에피소드를 특유의 유머감각과 따듯한 시선으로 그려내고 있다.",위즈덤하우스,2021,https://image.aladin.co.kr/product/27045/51/cover/k352731786_1.jpg,-1424,7,문학
277970433,605,9788970635415 ,호미:박완서 산문집,박완서,소설가 박완서가  이후 5년 만에 발표한 신작 산문집. 수록된 글 대부분은 작가가 70세를 넘어서 쓴 것들이다. 작은 정원을 일구며 날마다 새롭게 자연의 경이로움을 발견해가며 삶의 참모습을 성찰하는 노작가의 깊은 시선이 묵직한 울림을 자아낸다.,열림원,2007,http://image.aladin.co.kr/product/87/63/cover/8970635416_1.jpg,-1424,7,문학
277962432,455,9788967358624 ,"일본의 굴레 :헤이안 시대에서 아베 정권까지, 타인의 눈으로 안에서 통찰해낸 일본의 빛과 그늘",태가트 머피 지음 ;박경환 옮김,여기 태가트 머피라는 미국인이 쓴 일본의 굴레라는 두툼한 인문서가 있다. 부제가 독특하다. '타인의 눈으로 안에서 통찰해낸 일본의 빛과 그늘'이란 말은 이 책의 정체성을 가장 잘 드러내준다. 이 책의 저자는 국제정치경제 전문가인 미국인이다.,글항아리,2021,https://image.aladin.co.kr/product/26370/16/cover/8967358628_1.jpg,-1416,7,학문
277961592,577,9788937460999 ,맥베스,월리엄 셰익스피어 지음;최종철 옮김,"셰익스피어 4대 비극 중 하나인 가 민음사 세계문학전집 99번으로 출간됐다. 이번에 출간된 는 영국 아든 판과 리버사이드 판을 비교.분석하여 완성한 번역이다. 셰익스피어를 전공한 최종철 교수가 번역을 맡았으며, 원문의 길이와 형식을 그대로 살리기 위해 노력했다.",민음사,2004,https://bookthumb-phinf.pstatic.net/cover/001/466/00146633.jpg?type=m1&udate=20130205,-1413,7,문학
277970978,235,9788965746560 ,구월의 살인 :김별아 장편소설,지은이: 김별아,베스트셀러 미실로 세계문학상을 수상하며 문학성과 대중성을 인정받은 김별아 작가가 아무도 주목하지 않았던 조선 뒷골목의 살인 사건에 작가 특유의 세밀한 상상을 더해 소설화한 열네 번째 장편소설.,해냄,2018,http://image.aladin.co.kr/product/15153/88/cover/8965746566_1.jpg,-1412,7,문학
277966355,597,9791188700042 ,한 그릇 뚝딱 유아식 - ‘닥터오의 육아일기’ 속 편식 없이 잘 먹는 영양만점 레시피,오상민|박현영,"14개월부터 7세까지의 유아를 위한 영양만점 레시피를 담았다. 소아청소년과 의사 아빠인 닥터오는 잘 먹지 않는 아이들에 대한 대처법이나 유아기 아이들의 건강과 질병에 관련하여 정리했다. 요리 솜씨 좋은 엄마는 두 아이를 키우며 쌓은 유아식 노하우부터 장보기 팁, 재료 손질법 등을 아낌없이 공개했다.",청림라이프,2018,https://bookthumb-phinf.pstatic.net/cover/130/575/13057518.jpg?type=m1&udate=20180306,-1412,7,취미
277947597,796,9788927196938 ,유전과 혈액 :유튜버 식용유의 맛있는 유전,김영주 글 ;나인완 그림,"멘델의 완두콩에서 복제양 돌리까지, 유전의 모든 것을 밝힌다!유전은 주변에서 쉽게 관찰할 수 있는 과학 주제 중 하나입니다. 아기가 태어나면 사람들은 아기를 보며 부모와 닮은 점을 찾아요. 어떤 사람들은 성장하면서 부모의 모습이나 성격을 꼭 빼닮기도 해요. 사람뿐 아니라 동물들도 부모와 같은 종의...",그레이트 Books(그레이트북스),2020,https://image.aladin.co.kr/product/25385/10/cover/8927196937_1.jpg,-1412,7,아동
277940384,569,9791156333319 ,"나는 고로케 생각해 - 걱정도, 슬픔도 빵에 발라 먹어버리자",브라보 브레드 (지은이),"세상에 밥 싫어하고 떡 싫어하는 사람이 있어도 빵 싫어하는 사람은 없다. 탄수화물에 진심인 한국 사람이라면 한번쯤은 길 가다가 빵집 진열대에 눈을 빼앗기고, 배부르다면서 슬쩍 디저트로 빵을 꺼내 봤을 것이다. 나는 고로케 생각해는 이런 빵에 대한 '찐' 사랑을 유쾌하게 풀어낸 그림 에세이다.",다른,2021,https://image.aladin.co.kr/product/26737/89/cover/k222730386_1.jpg,-1412,7,문학
277963639,707,9788936486143 ,죽음을 넘어 시대의 어둠을 넘어 :광주 5월 민중항쟁의 기록,"황석영,광주민주화운동기념사업회 엮음","5·18의 실상에 대해 처음으로 엮여져 나왔던, 역사적 의미가 있는 책이다. 전남사회운동협의회에서 항쟁 참가자, 목격자 200여명을 대상으로 조사하고 소설가 황석영씨가 책임 집필했다.비밀리에 인쇄를 마치고 제본작업을 하던 중 발각되어 ２만 부를 모두 압수당했던 사연도 있다. 결국 인쇄소에서 밤새워 마스터 인쇄로 1 ...",창비,2017,http://image.aladin.co.kr/product/10873/66/cover/8936486144_3.jpg,-1410,7,학문
277963641,707,9788936502911 ,피고석의 하나님,C.S. 루이스 지음 ;홍종락 옮김,"대중과 소통하는 평신도 C. S. 루이스의 책으로 신학적, 윤리적 질문들로 구성된 48편의 에세이집이다. 내용은 살아 있는 기독교의 실제가 어떤 것인지 집약적이고도 실제적으로 보여 준다. 아주 다양한 매체에 실렸던 이 에세이들은 다양한 필요를 채우기 위해 루이스가 쓴 글이었고, 다각도에서 기독교를 바라볼 기회를 제공한다는 점이 특히 돋보인다.",홍성사,2011,https://bookthumb-phinf.pstatic.net/cover/067/509/06750905.jpg?type=m1&udate=20171111,-1410,7,학문
277969038,270,9791157830572 ,개소리에 관하여,지은이: 해리 G. 프랭크퍼트 ;옮긴이: 이윤,뉴욕타임스 베스트셀러 1위에 오른 독특한 철학서. 프린스턴 대학교 철학과의 해리 프랭크퍼트 교수는 분석철학 특유의 꼼꼼한 개념분석을 바탕으로 우리가 일상적으로 사용하는 ‘개소리’라는 말에 담긴 숨은 의미와 그것의 사회적 파급력에 대해 낱낱이 뜯어본다.,필로소픽,2016,https://bookthumb-phinf.pstatic.net/cover/112/539/11253939.jpg?type=m1&udate=20170922,-1410,7,학문
277964193,437,9788990429476 ,아내를 모자로 착각한 남자,올리버 색스 지음;조석현 옮김,"2005년 출간되어 화제를 모은 의 지은이 올리버 색스의 대표작. 뇌신경의 일부가 손상되어 '기이한'  증상을 보이는 환자들의 이야기를 냉철하면서도 따뜻한 시선으로 바라본다. 투렛 증후군, 파킨슨병, 위치감각상실 등 신경장애의 임상사례들에 관한 전문지식을 바탕으로 환자들의 투병 과정을 소설처럼 생생하게 그려낸다.",이마고,2006,http://image.aladin.co.kr/product/62/30/cover/8990429471_2.jpg,-1410,7,학문
277963771,71,9791160261561 ,붕대 감기 :윤이형 소설,지은이: 윤이형,"제5회, 제6회 젊은작가상, 제5회 문지문학상, 2019년 이상문학상을 수상한 작가 윤이형의 신작소설이다. 리얼리즘과 SF·판타지 등을 오가는 개성적인 서사로 주목받은 윤이형은 2007년 첫 번째 소설집 『셋을 위한 왈츠』를 펴낸 이래, 세 권의 소설집과 한 권의 장편소설을 내는 등 꾸준한 행보를 이어오고 있다.",작가정신,2020,https://image.aladin.co.kr/product/22507/15/cover/k402636730_1.jpg,-1410,7,문학
277954435,429,9788982516955 ,학교폭력 예방의 이론과 실제 =Theory and practice of school violence prevention,"김성곤,윤향숙 공저",▶이 책은 학교?력 예방의 이론과 실제를 다룬 이론서입니다. 학교폭력 예방의 이론과 실제의 기초적이고 전반적인 내용을 학습할 수 있도록 구성했습니다.,동문사,2014,http://image.aladin.co.kr/product/5136/14/cover/8982516956_1.jpg,-1409,7,교육
277963687,707,9788937603587 ,"고용, 이자 및 화폐의 일반이론",J.M. 케인즈 저 ;조순 역,"1985년에 출간된 의 개역판이다. 번역 문장을 다듬고, 한자를 한글로 바꾸고, 중요한 개념의 한자어는 괄호 안에 넣었다. 아담 스미스의 , 마르크스의 과 더불에 경제학 3대 고전의 하나이다.",비봉출판사,2007,http://image.aladin.co.kr/product/211/28/cover/8937603586_1.jpg,-1406,7,학문
277961532,577,9788936433581 ,바리데기 :황석영 장편소설,지은이: 황석영,거장 황석영의 4년 만의 신작 장편대륙과 대양을 넘어 전 세계인과 함께 읽는 한국소설!한겨레에 연재되어 온·오프라인에서 뜨거운 호응을 얻었던 황석영의 「바리데기」가 출간된다. 소설가 공지영은 이 작품을 읽고 “절망 이길 힘을 보았다. 소설이 언제 끝나는지도 모를 정도로 재미있었다. 타국에서 우리...,창비,2007,https://bookthumb-phinf.pstatic.net/cover/029/543/02954327.jpg?type=m1&udate=20070702,-1405,7,문학
277957571,762,9788930202510 ,Why? 로봇,글: 조영선 ;만화: 이영호,사람만큼 다양한 모습을 가진 로봇의 세계를 그린 학습 만화. 'Why?' 시리즈의 로봇편이다.,예림당,2011,http://image.aladin.co.kr/product/716/74/cover/8930202519_1.jpg,-1403,7,아동
277961118,192,9788996094050 ,윤성우의 열혈 C 프로그래밍,저자: 윤성우,"2003년 발행된「열혈 C 프로그래밍」의 개정판으로, 강의가 필요 없을 만큼 쉽게 설명되어 있는 책이다. 하지만 강의가 필요한 독자들을 위해서 저자가 직접 본 도서의 내용을 강의한다. 책만큼 유명한 이 강의와 함께 한다면 누구나 C언어를 쉽게 공부할 수 있을 것이다.",오렌지미디어,2010,http://image.aladin.co.kr/product/801/61/cover/8996094056_1.jpg,-1402,7,교육
277955144,257,9788972595359 ,바람이 불었어,팻 허친즈 글·그림;박현철 옮김,“좋은 어린이 책은 어른들이 보기에도 재미있어야 한다”고 말하는 저자의 그림동화는 ‘그렇겠지， 그렇겠지…’하는 기대를 한 순간에 무너뜨리는데 묘미가 있다．화가지망생이었던 그의 그림도 밝고 맑은 웃음을 담았다．...,시공사,1997,https://bookthumb-phinf.pstatic.net/cover/001/766/00176600.jpg?type=m1&udate=20130629,-1401,7,아동
277942885,163,9788960242739 ,(빈대 가족의) 위대한 탄생,글: 이승희 ;그림: 류수형,"빈대 가족 시리즈 17권. 빈대 가족이 절약 서바이벌 오디션에 도전한다. 가스 불 하나로 두 가지 요리 동시에 하기, 온수 틀지 않고 햇빛에 물 데워서 목욕하기, 절약의 기초도 모르는 아이에게 빈대 멘토링 하기 등 매 미션마다 놀라운 절약 정신을 보여 주는 빈대 가족의 큰 활약이 펼쳐진다.",재미북스,2011,https://bookthumb-phinf.pstatic.net/cover/067/803/06780361.jpg?type=m1&udate=20150715,-1401,7,아동
277964333,537,9791162203637 ,진작 할 걸 그랬어 :김소영 에세이,지은이: 김소영,"누구보다 책을 좋아하고 즐겨 읽으며, 한 라디오 프로그램을 통해 '책 읽어주는 여자'로 불린 방송인 김소영 에세이. 갑작스런 퇴직 후 떠난 도쿄 책방 여행기뿐만 아니라 작가가 자신의 책방 '당인리 책발전소'를 준비하고 열기까지의 과정, 남편(방송인 오상진)과의 달콤하고 소소한 이야기들이 담겨 있다.",위즈덤하우스미디어그룹,2018,http://image.aladin.co.kr/product/14224/28/cover/k602532537_1.jpg,-1398,7,문학
277963620,707,9788936437091 ,늑대 :전성태 소설집,지은이: 전성태,"에 이어 4년 만에 선보이는 작가 전성태의 세번째 소설집. 몽골 초원까지 스며든 자본과 그로 인해 파괴되는 자연과 초원의 삶을 담았으며, 몽골에서 보낸 작가의 체험과 거기에서 오는 영감이 고스란히 녹아있는 표제작 '늑대'를 포함한 10편의 소설이 수록되어 있다.",창비,2009,http://image.aladin.co.kr/product/366/98/cover/8936437097_1.jpg,-1396,7,문학
277963861,159,9788986836240 ,왜 나는 너를 사랑하는가,알랭 드 보통 [지음];정영목 옮김,"알랭 드 보통이 쓴 독창적인 사랑 이야기, 의 개정판. 작가가 2006년 새롭게 펴낸 판본을 텍스트로 하여 다시 번역되었다. 드 보통은 원작품에 첨삭을 가하여 훨씬 긴장감 있게 이야기를 끌어나간다. 군더더기라고 생각되는 부분은 과감히 빼거나 줄였고, 어색했던 문장들도 매끄럽게 손을 보았다.",청미래,2007,https://bookthumb-phinf.pstatic.net/cover/030/257/03025716.jpg?type=m1&udate=20180227,-1396,7,문학
277970510,605,9791190030861 ,무의미한 날들을 위한 철학,프랑크 마르텔라 지음 ;황성원 옮김,"2020  집필 철학자가 알려주는 의미 찾기의 기술. 철학과 심리학 연구를 기반으로 풀어낸 인생의 의미에 대한 질문과 대답, 가치 있는 삶을 만드는 실용적 방법을 제시하는 안내서다.",어크로스(어크로스출판그룹),2021,https://image.aladin.co.kr/product/25967/84/cover/k442738629_1.jpg,-1394,7,학문
277960710,8,9788784846427 ,넘버스 =세상을 바꾼 다섯 개의 수 /Numbers,"지은이: EBS <넘버스> 제작팀,김미란","인류 지성의 보고이자 문명 발전에 지대한 공헌을 한 다섯 개의 수 π, ∞, x, 0, i를 통해 수학 역사의 중요한 사건들을 살펴보며 그 의미를 추적해 나가는 인문 과학 교양서이다. 작품성을 검증받은 동명의 다큐 넘버스의 내용을 중심으로, 영상에서는 미처 다루지 못했던 수학적 자료를 보강하여 펴냈다.",민음인,2017,https://image.aladin.co.kr/product/11873/64/cover/k422531835_1.jpg,-1393,7,기타
277971084,340,9788954654920 ,원본 초한지 =西漢演義,견위 지음 ;김영문 옮김,"장기판의 모델인 초한의 싸움, 항우와 유방의 대결, 십면매복.사면초가 등의 고사성어로 유명한 초한지. 이 책은 초한지의 원본인 견위의 서한연의를 저본으로 삼아 옮긴 것이다. '초한지'의 결정판이라 할 수 있는 신각 검소각비평 동서한연의 중 서한연의를 저본으로 삼아 번역했다.",문학동네,2019,https://image.aladin.co.kr/product/18157/90/cover/8954654924_1.jpg,-1392,7,학문
277943406,538,9788952235855 ,아빠는 내가 지킨다,박현숙 글 ;신민재 그림,"살림 1,2학년 창작 동화 6권. 아빠 역할이 서툰 아빠와 서먹한 아이들을 이어 주는 ‘징검다리 동화’이다. 어느덧 아빠의 투박한 사랑 방식을 이해할 만큼 자라고 있는 아이와, 바로 우리 가족 이야기다.",살림출판사,2017,http://image.aladin.co.kr/product/10337/52/cover/8952235851_1.jpg,-1392,7,아동
277961581,577,9788937450518 ,(이문열 평역)三國志,나관중 지음;이문열 옮김,나관중의 를 이문열이 현대적 감각으로 번역했다. 이문열 판 는 번역서이긴 하지만 한국 출판사상 최고의 베스트셀러로 기록되고 있다.,민음사,2003,https://bookthumb-phinf.pstatic.net/cover/001/559/00155982.jpg?type=m1&udate=20130203,-1391,7,문학
277964872,134,9791196831073 ,"이제부터는 오를 곳만 오른다 - 경제의 신과 함께 하는 앞으로 5년, 돈 버는 알짜 부동산 20",김학렬 (지은이),"대한민국 최고의 입지 분석 전문가인 김학렬 스마트튜브 부동산조사연구소장이 심혈을 기울여 집대성한 이 책은 변할 수 없는 강점인 ‘입지’를 기준으로, 현재 가장 주목해야 할 핵심 지역 20곳을 엄선해서 분석해주고 있다.",페이지2(page2),2020,https://image.aladin.co.kr/product/24398/62/cover/k072630317_1.jpg,-1391,7,학문
277964465,696,9788950976705 ,슬픔이여 안녕,지은이: 프랑수아즈 사강 ;옮긴이: 김남주,20세기 최고의 베스트셀러인 《슬픔이여 안녕》이 프랑수아즈 사강 15주기를 맞아 새 번역으로 정식 출간되었다. 이 작품은 사강에게 ‘문단에 불쑥 등장한 전대미문의 사건’ ‘매혹적인 작은 괴물’이라는 수식을 안기며 또 다른 천재 작가의 출현을 알린 데뷔작이자 사강 문학의 정수를 이루는 대표작이다.,Arte(아르테),2019,https://image.aladin.co.kr/product/20791/32/cover/8950976706_1.jpg,-1389,7,문학
277940589,760,9791157686889 ,(스스로 생각하고 답을 찾는 아이로 자라는) 하브루타 독서의 기적,김종순 지음,"28년간 초등에서 대입까지 독서논술 전 분야를 가르쳐 온 독서논술 선생님인 저자가 책을 읽고 깊게 생각하는 ‘하브루타 독서법’의 원리와 방법을 소개한다. 요즘 아이들의 독서 문제를 진단하고, 하브루타 독서가 왜 필요한지, 독서력을 높이는 방법은 무엇인지를 알려주고, 엄마가 집에서 실천 가능한 하브루타 독서법 실전 가이드를 제시한다.",동양북스,2021,https://image.aladin.co.kr/product/26323/80/cover/k622738920_1.jpg,-1386,7,가정
